code,kind,term,parent_id,modifier_4,modifier_5
S9210,category,Fracture of talus,S92,,closed
S9211,category,Fracture of talus,S92,,open
S9220,category,Fracture of other tarsal bone(s),S92,,closed
S9221,category,Fracture of other tarsal bone(s),S92,,open
S9230,category,Fracture of metatarsal bone,S92,,closed
S9231,category,Fracture of metatarsal bone,S92,,open
S9240,category,Fracture of great toe,S92,,closed
S9241,category,Fracture of great toe,S92,,open
S9250,category,Fracture of other toe,S92,,closed
S9251,category,Fracture of other toe,S92,,open
S9270,category,Multiple fractures of foot,S92,,closed
S9271,category,Multiple fractures of foot,S92,,open
S9290,category,"Fracture of foot, unspecified",S92,,closed
S9291,category,"Fracture of foot, unspecified",S92,,open
T0200,category,Fractures involving head with neck,T02,,closed
T0201,category,Fractures involving head with neck,T02,,open
T0210,category,Fractures involving thorax with lower back and pelvis,T02,,closed
T0211,category,Fractures involving thorax with lower back and pelvis,T02,,open
T0220,category,Fractures involving multiple regions of one upper limb,T02,,closed
T0221,category,Fractures involving multiple regions of one upper limb,T02,,open
T0230,category,Fractures involving multiple regions of one lower limb,T02,,closed
T0231,category,Fractures involving multiple regions of one lower limb,T02,,open
T0240,category,Fractures involving multiple regions of both upper limbs,T02,,closed
T0241,category,Fractures involving multiple regions of both upper limbs,T02,,open
T0250,category,Fractures involving multiple regions of both lower limbs,T02,,closed
T0251,category,Fractures involving multiple regions of both lower limbs,T02,,open
T0260,category,Fractures involving multiple regions of upper limb(s) with lower limb(s),T02,,closed
T0261,category,Fractures involving multiple regions of upper limb(s) with lower limb(s),T02,,open
T0270,category,Fractures involving thorax with lower back and pelvis with limb(s),T02,,closed
T0271,category,Fractures involving thorax with lower back and pelvis with limb(s),T02,,open
T0280,category,Fractures involving other combinations of body regions,T02,,closed
T0281,category,Fractures involving other combinations of body regions,T02,,open
T0290,category,"Multiple fractures, unspecified",T02,,closed
T0291,category,"Multiple fractures, unspecified",T02,,open
T08X0,category,"Fracture of spine, level unspecified",T08-T14,,closed
T08X1,category,"Fracture of spine, level unspecified",T08-T14,,open
T10X0,category,"Fracture of upper limb, level unspecified",T08-T14,,closed
T10X1,category,"Fracture of upper limb, level unspecified",T08-T14,,open
T12X0,category,"Fracture of lower limb, level unspecified",T08-T14,,closed
T12X1,category,"Fracture of lower limb, level unspecified",T08-T14,,open
T1420,category,Fracture of unspecified body region,T14,,closed
T1421,category,Fracture of unspecified body region,T14,,open
V010,category,Pedestrian injured in collision with pedal cycle,V01-V09,Nontraffic accident,
V011,category,Pedestrian injured in collision with pedal cycle,V01-V09,Traffic accident,
V019,category,Pedestrian injured in collision with pedal cycle,V01-V09,Unspecified whether traffic or nontraffic accident,
V020,category,Pedestrian injured in collision with two- or three-wheeled motor vehicle,V01-V09,Nontraffic accident,
V021,category,Pedestrian injured in collision with two- or three-wheeled motor vehicle,V01-V09,Traffic accident,
V029,category,Pedestrian injured in collision with two- or three-wheeled motor vehicle,V01-V09,Unspecified whether traffic or nontraffic accident,
V030,category,"Pedestrian injured in collision with car, pick-up truck or van",V01-V09,Nontraffic accident,
V031,category,"Pedestrian injured in collision with car, pick-up truck or van",V01-V09,Traffic accident,
V039,category,"Pedestrian injured in collision with car, pick-up truck or van",V01-V09,Unspecified whether traffic or nontraffic accident,
V040,category,Pedestrian injured in collision with heavy transport vehicle or bus,V01-V09,Nontraffic accident,
V041,category,Pedestrian injured in collision with heavy transport vehicle or bus,V01-V09,Traffic accident,
V049,category,Pedestrian injured in collision with heavy transport vehicle or bus,V01-V09,Unspecified whether traffic or nontraffic accident,
V050,category,Pedestrian injured in collision with railway train or railway vehicle,V01-V09,Nontraffic accident,
V051,category,Pedestrian injured in collision with railway train or railway vehicle,V01-V09,Traffic accident,
V059,category,Pedestrian injured in collision with railway train or railway vehicle,V01-V09,Unspecified whether traffic or nontraffic accident,
V060,category,Pedestrian injured in collision with other nonmotor vehicle,V01-V09,Nontraffic accident,
V061,category,Pedestrian injured in collision with other nonmotor vehicle,V01-V09,Traffic accident,
V069,category,Pedestrian injured in collision with other nonmotor vehicle,V01-V09,Unspecified whether traffic or nontraffic accident,
V100,category,Pedal cyclist injured in collision with pedestrian or animal,V10-V19,Driver injured in nontraffic accident,
V101,category,Pedal cyclist injured in collision with pedestrian or animal,V10-V19,Passenger injured in nontraffic accident,
V102,category,Pedal cyclist injured in collision with pedestrian or animal,V10-V19,Unspecified pedal cyclist injured in nontraffic accident,
V103,category,Pedal cyclist injured in collision with pedestrian or animal,V10-V19,Person injured while boarding or alighting,
V104,category,Pedal cyclist injured in collision with pedestrian or animal,V10-V19,Driver injured in traffic accident,
V105,category,Pedal cyclist injured in collision with pedestrian or animal,V10-V19,Passenger injured in traffic accident,
V109,category,Pedal cyclist injured in collision with pedestrian or animal,V10-V19,Unspecified pedal cyclist injured in traffic accident,
V110,category,Pedal cyclist injured in collision with other pedal cycle,V10-V19,Driver injured in nontraffic accident,
V111,category,Pedal cyclist injured in collision with other pedal cycle,V10-V19,Passenger injured in nontraffic accident,
V112,category,Pedal cyclist injured in collision with other pedal cycle,V10-V19,Unspecified pedal cyclist injured in nontraffic accident,
V113,category,Pedal cyclist injured in collision with other pedal cycle,V10-V19,Person injured while boarding or alighting,
V114,category,Pedal cyclist injured in collision with other pedal cycle,V10-V19,Driver injured in traffic accident,
V115,category,Pedal cyclist injured in collision with other pedal cycle,V10-V19,Passenger injured in traffic accident,
V119,category,Pedal cyclist injured in collision with other pedal cycle,V10-V19,Unspecified pedal cyclist injured in traffic accident,
V120,category,Pedal cyclist injured in collision with two- or three-wheeled motor vehicle,V10-V19,Driver injured in nontraffic accident,
V121,category,Pedal cyclist injured in collision with two- or three-wheeled motor vehicle,V10-V19,Passenger injured in nontraffic accident,
V122,category,Pedal cyclist injured in collision with two- or three-wheeled motor vehicle,V10-V19,Unspecified pedal cyclist injured in nontraffic accident,
V123,category,Pedal cyclist injured in collision with two- or three-wheeled motor vehicle,V10-V19,Person injured while boarding or alighting,
V124,category,Pedal cyclist injured in collision with two- or three-wheeled motor vehicle,V10-V19,Driver injured in traffic accident,
V125,category,Pedal cyclist injured in collision with two- or three-wheeled motor vehicle,V10-V19,Passenger injured in traffic accident,
V129,category,Pedal cyclist injured in collision with two- or three-wheeled motor vehicle,V10-V19,Unspecified pedal cyclist injured in traffic accident,
V130,category,"Pedal cyclist injured in collision with car, pick-up truck or van",V10-V19,Driver injured in nontraffic accident,
V131,category,"Pedal cyclist injured in collision with car, pick-up truck or van",V10-V19,Passenger injured in nontraffic accident,
V132,category,"Pedal cyclist injured in collision with car, pick-up truck or van",V10-V19,Unspecified pedal cyclist injured in nontraffic accident,
V133,category,"Pedal cyclist injured in collision with car, pick-up truck or van",V10-V19,Person injured while boarding or alighting,
V134,category,"Pedal cyclist injured in collision with car, pick-up truck or van",V10-V19,Driver injured in traffic accident,
V135,category,"Pedal cyclist injured in collision with car, pick-up truck or van",V10-V19,Passenger injured in traffic accident,
V139,category,"Pedal cyclist injured in collision with car, pick-up truck or van",V10-V19,Unspecified pedal cyclist injured in traffic accident,
V140,category,Pedal cyclist injured in collision with heavy transport vehicle or bus,V10-V19,Driver injured in nontraffic accident,
V141,category,Pedal cyclist injured in collision with heavy transport vehicle or bus,V10-V19,Passenger injured in nontraffic accident,
V142,category,Pedal cyclist injured in collision with heavy transport vehicle or bus,V10-V19,Unspecified pedal cyclist injured in nontraffic accident,
V143,category,Pedal cyclist injured in collision with heavy transport vehicle or bus,V10-V19,Person injured while boarding or alighting,
V144,category,Pedal cyclist injured in collision with heavy transport vehicle or bus,V10-V19,Driver injured in traffic accident,
V145,category,Pedal cyclist injured in collision with heavy transport vehicle or bus,V10-V19,Passenger injured in traffic accident,
V149,category,Pedal cyclist injured in collision with heavy transport vehicle or bus,V10-V19,Unspecified pedal cyclist injured in traffic accident,
V150,category,Pedal cyclist injured in collision with railway train or railway vehicle,V10-V19,Driver injured in nontraffic accident,
V151,category,Pedal cyclist injured in collision with railway train or railway vehicle,V10-V19,Passenger injured in nontraffic accident,
V152,category,Pedal cyclist injured in collision with railway train or railway vehicle,V10-V19,Unspecified pedal cyclist injured in nontraffic accident,
V153,category,Pedal cyclist injured in collision with railway train or railway vehicle,V10-V19,Person injured while boarding or alighting,
V154,category,Pedal cyclist injured in collision with railway train or railway vehicle,V10-V19,Driver injured in traffic accident,
V155,category,Pedal cyclist injured in collision with railway train or railway vehicle,V10-V19,Passenger injured in traffic accident,
V159,category,Pedal cyclist injured in collision with railway train or railway vehicle,V10-V19,Unspecified pedal cyclist injured in traffic accident,
V160,category,Pedal cyclist injured in collision with other nonmotor vehicle,V10-V19,Driver injured in nontraffic accident,
V161,category,Pedal cyclist injured in collision with other nonmotor vehicle,V10-V19,Passenger injured in nontraffic accident,
V162,category,Pedal cyclist injured in collision with other nonmotor vehicle,V10-V19,Unspecified pedal cyclist injured in nontraffic accident,
V163,category,Pedal cyclist injured in collision with other nonmotor vehicle,V10-V19,Person injured while boarding or alighting,
V164,category,Pedal cyclist injured in collision with other nonmotor vehicle,V10-V19,Driver injured in traffic accident,
V165,category,Pedal cyclist injured in collision with other nonmotor vehicle,V10-V19,Passenger injured in traffic accident,
V169,category,Pedal cyclist injured in collision with other nonmotor vehicle,V10-V19,Unspecified pedal cyclist injured in traffic accident,
V170,category,Pedal cyclist injured in collision with fixed or stationary object,V10-V19,Driver injured in nontraffic accident,
